BOP,GL,PL,Visible,Coterie ID,Industry,Subindustry,Class Description For Selection,Class Description,Class Selection Differentiation,Customer Friendly Name,Word Associations,Contractor Only - Office or Shop,Office/LRO/Condo,PL Group,PL Class,WC Class,Notes,Class Code,SIC Code,NAICS Code,Prop. Rate No.,Liab. Class Group,Liab. Exp. Base,EQ,EQSL
Y, ,,Y,10601,Retail Store & Services,Retail,Second Hand and Salvage Dealer (Retail) ,Secondhand or Salvage Dealers – Retail only ,,Second Hand and Salvage Dealer (Retail),"Junk, Metal, Used, scrap",,,,,,,59999,5932,453310,9,8,LOI,4,S
, ,,,10602,Professional Services,Offices,Security and Patrol Agencies  : Building Owner / Lessor,Security and Patrol Agencies ,: Building Owner / Lessor,,"Guard, Patrolling,",,Lessors Risk Only,Miscellaneous,Safety Consultants,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,64081,7381,531120,1,1,LOI,3,M
Y, ,Y,Y,10603,Professional Services,Offices,Security and Patrol Agencies  : Office - Only Building Occupant,Security and Patrol Agencies ,: Office - Only Building Occupant,,"Guard, Patrolling,",,Office,Miscellaneous,Safety Consultants,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,64081,7381,561612,1,1,LOI,3,M
Y, ,Y,Y,10604,Professional Services,Offices,Security and Patrol Agencies  : Shared Building Occupancy – Office,Security and Patrol Agencies ,: Shared Building Occupancy – Office,,"Guard, Patrolling,",,Condominium – Office,Miscellaneous,Safety Consultants,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,64091,7381,561612,2,18,LOI,3,M
, ,,,10605,Professional Services,Offices,Security and Patrol Agencies  : Building Owner / Lessor - Office - Shared Building Occupancy,Security and Patrol Agencies ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Guard, Patrolling,",,Condominium – Office – Lessors Risk Only,Miscellaneous,Safety Consultants,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,64091,7381,531120,2,18,LOI,3,M
Y, ,,Y,10606,Retail Store & Services,Retail,Seed Merchants (Including or excluding misdelivery or germination failure.)  ,Seed Merchants (Including or excluding misdelivery or germination failure.) ,,,,,,,,,,59625,5261,444220,7,6,LOI,2,M
Y, ,,Y,10607,Self Storage,Self Storage,Self-storage Facilities  ,Self-storage Facilities ,,,"Storage, Box, Locker",,,,,,,9411,4225,531130,26,21,LOI,3,M
Y,Y,Y,Y,10608,Professional Services,Contractor,SEM - Search Engine Marketing  ,SEM - Search Engine Marketing ,,,,,,Consultants,Search engine services (SEO/SEM),,,10437,7379,541613,1,51,PAY,3,M
Y,Y,Y,Y,10609,Professional Services,Contractor,SEO - Search Engine Optimization  ,SEO - Search Engine Optimization ,,,,,,Consultants,Search engine services (SEO/SEM),,,10438,7379,541613,1,51,PAY,3,M
Y,Y,Y,Y,10610,Artisan Contractor,Contractor,Septic Tank Cleaning Service Office ,Septic Tank Systems – Cleaning Office,,Septic Tank Cleaning Service Office,"Sewage, Clean",Office,,Consultants,Other consulting services,,,75961,7699,562991,19,56,PAY,3,S
Y,Y,Y,Y,10611,Artisan Contractor,Contractor,Septic Tank Cleaning Service Shop ,Septic Tank Systems – Cleaning Shop,,Septic Tank Cleaning Service Shop,"Sewage, Clean",Shop,,Consultants,Other consulting services,,,75971,7699,562991,20,56,PAY,3,S
Y, ,,Y,10636,Retail Store & Services,Retail,Sewing Machine Stores  ,Sewing Machine Stores ,,,"Craft, Art, Supply, Yarn, Thread",,,,,,,57223,5722,443111,7,3,LOI,3,M
Y, ,,Y,10637,Retail Store & Services,Retail,Ship Chandler Stores  ,Ship Chandler Stores ,,,,,,,,,,59999,5999,453998,9,8,LOI,3,M
Y, ,,Y,10638,Retail Store & Services,Retail,Shoe Store ,Shoe Stores ,,Shoe Store,"Fix, Foot, Cobble, shop, Sell",,,,,,,56613,5661,451110,11,3,LOI,3,M
Y, ,,Y,10639,Retail Store & Services,Retail Service,Shoe Repair Store ,Shoe Stores - Repair ,,Shoe Repair Store,"Fix, Foot, Cobble",,,,,,,71926,7251,811430,7,4,LOI,3,M
Y,Y,Y,Y,10640,Professional Services,Contractor,Short Films  ,Short Films ,,,"Movie, edit, director",,,Consultants,Other consulting services,,,10534,7319,711510,2,51,PAY,3,M
Y,Y,Y,Y,10641,Professional Services,Contractor,Short Videos  ,Short Videos ,,,"Movie, edit, director",,,Consultants,Other consulting services,,,10535,7319,711510,2,51,PAY,3,M
Y,Y,Y,Y,10642,Artisan Contractor,Contractor,Siding Installation (No Wood) Office ,Siding Installation – 3 stories or less in height (Wood siding installation should be classified as Carpentry) Office,,Siding Installation (No Wood) Office,"Vinyl, House, Home, Outside",Office,,Consultants,Other consulting services,,,76021,1761,235610,19,52,PAY,3,S
Y,Y,Y,Y,10643,Artisan Contractor,Contractor,Siding Installation (No Wood) Shop ,Siding Installation – 3 stories or less in height (Wood siding installation should be classified as Carpentry) Shop,,Siding Installation (No Wood) Shop,"Vinyl, House, Home, Outside",Shop,,Consultants,Other consulting services,,,76031,1761,235610,20,52,PAY,3,S
Y,Y,Y,Y,10644,Artisan Contractor,Contractor,Interior Sign Painting and Lettering Office ,Sign Painting or Lettering – Inside of Building – No Spray Painting (Includes shop operations and the existence hazard of signs located away from the insured's premises) Office,,Interior Sign Painting and Lettering Office,"letter, paint, ",Office,,Consultants,Other consulting services,,,76051,7389,541890,19,51,PAY,3,M
Y,Y,Y,Y,10645,Artisan Contractor,Contractor,Interior Sign Painting and Lettering Shop ,Sign Painting or Lettering – Inside of Building – No Spray Painting (Includes shop operations and the existence hazard of signs located away from the insured's premises) Shop,,Interior Sign Painting and Lettering Shop,"letter, paint, ",Shop,,Consultants,Other consulting services,,,76061,7389,541890,20,51,PAY,3,M
Y,Y,Y,Y,10646,Professional Services,Contractor,SMM - Social Media Marketing  ,SMM - Social Media Marketing ,,,,,,Consultants,Social media consultant,,,10439,7379,541613,1,51,PAY,3,M
Y,Y,Y,Y,10647,Professional Services,Contractor,Social Media Marketing  ,Social Media Marketing ,,,,,,Consultants,Social media consultant,,,10460,7319,541890,1,51,PAY,3,M
Y, ,Y,Y,10648,Professional Services,Offices,Social work services  ,Social work services ,,,,,,"Beauty, Health, and Wellbeing",Social work services,,,63811,6324,621491,1,1,LOI,3,M
Y,Y,Y,Y,10649,Professional Services,Contractor,Software Engineering  ,Software Engineering ,,,"Developer, contractor, computer, ",,,IT/Technology,Software development,,,10415,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10650,Professional Services,Contractor,Software Engineering Consulting  ,Software Engineering Consulting ,,,,,,IT/Technology,Software development,,,10416,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10651,Professional Services,Contractor,Software Engineering Contractor  ,Software Engineering Contractor ,,,,,,IT/Technology,Software development,,,10417,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10652,Professional Services,Contractor,Song Writing  ,Song Writing ,,,"Music, Artist, Lyrics",,,Consultants,Other consulting services,,,10536,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10653,Professional Services,Contractor,Sound Effects (Foley)  ,Sound Effects (Foley) ,,,,,,Consultants,Other consulting services,,,10537,7319,711510,1,51,PAY,3,M
Y, ,,Y,10654,Medical Services,Texas office,Speech Therapists  Office - Only Building Occupant,Speech Therapists ,Office - Only Building Occupant,,,,Office,,,,Texas only,3371,8049,621340,1,1,LOI,2,H
, ,,,10655,Medical Services,Texas office,Speech Therapists  Building Owner / Lessor,Speech Therapists ,Building Owner / Lessor,,,,Lessors Risk Only,,,,Texas only,3371,8049,531120,1,1,LOI,2,H
, ,,,10656,Medical Services,Texas office,Speech Therapists  Building Owner / Lessor - Office - Shared Building Occupancy,Speech Therapists ,Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,Texas only,3371,8049,531120,2,18,LOI,2,H
Y, ,,Y,10657,Medical Services,Texas office,Speech Therapists  Shared Building Occupancy – Office,Speech Therapists ,Shared Building Occupancy – Office,,,,Condominium – Office,,,,Texas only,3381,8049,621340,2,18,LOI,2,H
Y, ,Y,Y,10658,Medical Services,Offices,Speech therapy  ,Speech therapy ,,,,,,"Beauty, Health, and Wellbeing",Speech therapy,,,63981,80**,62111*,1,1,LOI,2,H
Y, ,,Y,10659,Retail Store & Services,Retail ,Sporting Goods Store ,Sporting Goods or Athletic Equipment Stores (Including Apparel) ,,Sporting Goods Store,"sports, hunting, fishing,",,,,,,,59526,5941,451110,11,6,LOI,2,M
Y, ,,Y,10660,Retail Store & Services,Retail,Paper and Stationary Store ,Stationery or Paper Products ,,Paper and Stationary Store,,,,,,,,59435,5943,453210,9,5,LOI,3,H
Y, ,,Y,10661,Wholesalers & Distributors,Distributor,Paper and Stationary Distributor ,"Stationery or Paper Products Paper (e.g., fine, printing, writing), bulk, wholesaling ",,Paper and Stationary Distributor,,,,,,,,50801,511*,422110,14,12,LOI,3,H
Y, ,,Y,10662,Wholesalers & Distributors,Distributor,Paper and Stationary Distributor ,"Stationery or Paper Products Paper (except office supplies, printing paper, stationery, writing paper) wholesaling ",,Paper and Stationary Distributor,,,,,,,,50801,511*,422130,14,12,LOI,3,H
Y, ,,Y,10663,Professional Services,Texas office,Stenographic Services  : Office - Only Building Occupant,Stenographic Services ,: Office - Only Building Occupant,,,,Office,,,,Texas only,3391,7338,561492,1,1,LOI,3,M
, ,,,10664,Professional Services,Texas office,Stenographic Services  : Building Owner / Lessor,Stenographic Services ,: Building Owner / Lessor,,,,Lessors Risk Only,,,,Texas only,3391,7338,531120,1,1,LOI,3,M
, ,,,10665,Professional Services,Texas office,Stenographic Services  : Building Owner / Lessor - Office - Shared Building Occupancy,Stenographic Services ,: Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,Texas only,3391,7338,531120,2,18,LOI,3,M
Y, ,,Y,10666,Professional Services,Texas office,Stenographic Services  : Shared Building Occupancy – Office,Stenographic Services ,: Shared Building Occupancy – Office,,,,Condominium – Office,,,,Texas only,3401,7338,561492,2,18,LOI,3,M
Y,Y,Y,Y,10667,Professional Services,Contractor,Strategy consultant  ,Strategy consultant ,,,,,,Consultants,Strategy consultant,,,10435,7389,541611,1,51,PAY,3,M
Y, ,,Y,10668,Retail Store & Services,Retail,Straw and Straw Products – Retail Only  ,Straw and Straw Products – Retail Only ,,,,,,,,,,59999,5999,453998,9,8,LOI,4,M
Y, ,Y,Y,10669,Medical Services,Offices,Substance abuse counseling  ,Substance abuse counseling ,,,,,,"Beauty, Health, and Wellbeing",Substance abuse counseling,,,63811,6324,621491,1,1,LOI,3,M
Y, ,,Y,10670,Retail Store & Services,Retail,"Supermarkets - 4,000 sq ft or greater -With Gasoline Sales   ","Supermarkets - 4,000 sq ft or greater -With Gasoline Sales  ",,,,,,,,,,54231,5411,447110,10,10,LOI,2,M
Y, ,,Y,10671,Retail Store & Services,Retail,"Supermarkets - 4,000 sq ft or greater -Without Gasoline Sales   ","Supermarkets - 4,000 sq ft or greater -Without Gasoline Sales  ",,,,,,,,,,54221,5411,445110,10,9,LOI,2,M
, ,,,10672,Retail Store & Services,Retail,"Supermarkets - Under 4,000 sq ft - With Gasoline Sales  ","Supermarkets - Under 4,000 sq ft - With Gasoline Sales ",,,,,,,,,,54251,5411,447110,10,10,LOI,2,M
, ,,,10673,Retail Store & Services,Retail,"Supermarkets - Under 4,000 sq ft - Without Gasoline Sales  ","Supermarkets - Under 4,000 sq ft - Without Gasoline Sales ",,,,,,,,,,54241,5411,445110,10,9,LOI,2,M
Y, ,,Y,10674,Retail Store & Services,Retail,Swimming Pools – Retail Only  ,Swimming Pools – Retail Only ,,,,,,,,,Coverage does not apply to medical payments. Medical Expenses – Exclusion Endorsement BP 04 38 must be attached.,59999,5999,453998,9,8,LOI,3,S
Y, ,,Y,10675,Retail Store & Services,Retail Service,Tailoring And Alterations ,Tailoring or Dressmaking Establishments – Custom ,,Tailoring And Alterations,"Dress, suit, tailor, alter, ",,,,,,,71961,5699,811490,7,2,LOI,3,M
Y, ,,Y,10676,Food & Beverage,Limited Cooking Restaurant,Take Out Only Restaurants – No on-premises consumption of food  ,Take Out Only Restaurants – No on-premises consumption of food ,,,"Food, Diner",,,,,,,9261,5812,722211,17,31,SALES,2,M
Y, ,,Y,10677,Food & Beverage,Fast Food Restaurants,Take Out Only Restaurants – No on-premises consumption of food   ,Take Out Only Restaurants – No on-premises consumption of food  ,,,"Food, Diner",,,,,," (When Take Out Only Restaurants – No on-premises consumption of food and any other eligible restaurant classification applies, rate and code the restaurant as Take Out Only Restaurants – No on-premises consumption of food.)",9251,5812,722211,18,32,SALES,2,M
Y,Y,Y,Y,10678,Professional Services,Contractor,Talent agency  ,Talent agency ,,,,,,Miscellaneous,Talent agency,,,10436,7389,541612,1,51,PAY,3,M
Y,Y,Y,Y,10679,Professional Services,Contractor,Tax preparation  ,Tax preparation ,,,,,,Miscellaneous,Tax preparation,,,10354,8721,541211,2,51,PAY,3,M
,,,,10680,Professional Services,Service,Taxidermists  ,Taxidermists ,,,"Animal, Stuff, ",,,Consultants,Other consulting services,,,71976,7699,711510,8,2,LOI,3,M
Y,Y,Y,Y,10681,Professional Services,Contractor,Tech Consulting  ,Tech Consulting ,,,,,,Consultants,Technology services,,,10418,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10682,Professional Services,Contractor,Technical Product Management Contracting  ,Technical Product Management Contracting ,,,,,,IT/Technology,IT project management,,,10419,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10683,Professional Services,Contractor,Technical Translation  ,Technical Translation ,,,,,,IT/Technology,Technology services,,,10539,7389,711510,1,51,PAY,3,M
Y,Y,Y,Y,10684,Professional Services,Contractor,Technical Writing  ,Technical Writing ,,,,,,Consultants,Other consulting services,,,10541,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10685,Professional Services,Contractor,Telemarketing & Telesales  ,Telemarketing & Telesales ,,,"Sales, Phone, Call, ",,,Consultants,Direct marketing,,,10420,7319,541512,1,51,PAY,3,M
Y, ,Y,Y,10686,Artisan Contractor,Contractor,Entertainment System Installation and Repair ,Television or Radio Receiving Set Installation or Repair ,,Entertainment System Installation and Repair,"Sound, System, Multimedia, Entertainment",,,Consultants,Other consulting services,,,71921,7622,811211,8,4,LOI,2,M
, ,,,10687,Professional Services,Offices,Ticketing Agencies : Building Owner / Lessor,Ticket Agencies – Other Than Theatrical ,: Building Owner / Lessor,Ticketing Agencies,,,Lessors Risk Only,Consultants,Direct marketing,,,64141,7999,531120,1,1,LOI,3,M
Y, ,Y,Y,10688,Professional Services,Offices,Ticketing Agencies : Office - Only Building Occupant,Ticket Agencies – Other Than Theatrical ,: Office - Only Building Occupant,Ticketing Agencies,,,Office,Consultants,Direct marketing,,,64141,7999,561599,1,1,LOI,3,M
Y, ,Y,Y,10689,Professional Services,Offices,Ticketing Agencies : Shared Building Occupancy – Office,Ticket Agencies – Other Than Theatrical ,: Shared Building Occupancy – Office,Ticketing Agencies,,,Condominium – Office,Consultants,Direct marketing,,,64151,7999,561599,2,18,LOI,3,M
, ,,,10690,Professional Services,Offices,Ticketing Agencies : Building Owner / Lessor - Office - Shared Building Occupancy,Ticket Agencies – Other Than Theatrical ,: Building Owner / Lessor - Office - Shared Building Occupancy,Ticketing Agencies,,,Condominium – Office – Lessors Risk Only,Consultants,Direct marketing,,,64151,7999,531120,2,18,LOI,3,M
, ,,,10691,Professional Services,Offices,Theatrical Ticketing Agencies : Building Owner / Lessor,Ticket Agencies – Theatrical ,: Building Owner / Lessor,Theatrical Ticketing Agencies,,,Lessors Risk Only,Consultants,Direct marketing,,,64121,7922,531120,1,1,LOI,3,M
Y, ,Y,Y,10692,Professional Services,Offices,Theatrical Ticketing Agencies : Office - Only Building Occupant,Ticket Agencies – Theatrical ,: Office - Only Building Occupant,Theatrical Ticketing Agencies,,,Office,Consultants,Direct marketing,,,64121,7922,561599,1,1,LOI,3,M
Y, ,Y,Y,10693,Professional Services,Offices,Theatrical Ticketing Agencies : Shared Building Occupancy – Office,Ticket Agencies – Theatrical ,: Shared Building Occupancy – Office,Theatrical Ticketing Agencies,,,Condominium – Office,Consultants,Direct marketing,,,64131,7922,561599,2,18,LOI,3,M
, ,,,10694,Professional Services,Offices,Theatrical Ticketing Agencies : Building Owner / Lessor - Office - Shared Building Occupancy,Ticket Agencies – Theatrical ,: Building Owner / Lessor - Office - Shared Building Occupancy,Theatrical Ticketing Agencies,,,Condominium – Office – Lessors Risk Only,Consultants,Direct marketing,,,64131,7922,531120,2,18,LOI,3,M
Y,Y,Y,Y,10695,Artisan Contractor,Contractor,"Interior Tile, Stone, Marble, Mosaic or Terrazzo Work Office ","Tile, Stone, Marble Mosaic or Terrazzo Work – Interior Construction (Includes incidental exterior work) Office",,"Interior Tile, Stone, Marble, Mosaic or Terrazzo Work Office",,Office,,Consultants,Other consulting services,,,76111,1743,235430,19,52,PAY,3,S
Y,Y,Y,Y,10696,Artisan Contractor,Contractor,"Interior Tile, Stone, Marble, Mosaic or Terrazzo Work Shop ","Tile, Stone, Marble Mosaic or Terrazzo Work – Interior Construction (Includes incidental exterior work) Shop",,"Interior Tile, Stone, Marble, Mosaic or Terrazzo Work Shop",,Shop,,Consultants,Other consulting services,,,76121,1743,235430,20,52,PAY,3,S
Y, ,,Y,10697,Retail Store & Services,Retail,Tire Dealers  ,Tire Dealers ,,,,,,,,,,55313,5531,441320,7,3,LOI,4,S
, ,,,10698,Professional Services,Offices,Title Agents  : Building Owner / Lessor,Title Agents ,: Building Owner / Lessor,,,,Lessors Risk Only,,,,,64161,6541,531120,1,1,LOI,3,M
Y, ,,Y,10699,Professional Services,Offices,Title Agents  : Office - Only Building Occupant,Title Agents ,: Office - Only Building Occupant,,,,Office,,,,,64161,6541,541191,1,1,LOI,3,M
Y, ,,Y,10700,Professional Services,Offices,Title Agents  : Shared Building Occupancy – Office,Title Agents ,: Shared Building Occupancy – Office,,,,Condominium – Office,,,,,64171,6541,541191,2,18,LOI,3,M
, ,,,10701,Professional Services,Offices,Title Agents  : Building Owner / Lessor - Office - Shared Building Occupancy,Title Agents ,: Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,,64171,6541,531120,2,18,LOI,3,M
, ,,,10702,Retail Store & Services,Retail,Tobacco Products  ,Tobacco Products ,,,,,,,,,,59906,5993,453991,9,3,LOI,2,H
, ,,Y,10703,Wholesalers & Distributors,Distributor,Tobacco Leaf Distributor ,Tobacco Products - Leaf ,,Tobacco Leaf Distributor,,,,,,,,50821,5194,422590,14,11,LOI,3,H
, ,,Y,10704,Wholesalers & Distributors,Distributor,Tobacco Distributor - No Leaf ,Tobacco Products - No Leaf ,,Tobacco Distributor - No Leaf,,,,,,,,50821,5194,422940,14,11,LOI,3,H
, ,,,10705,Habitational,Residential,"Townhouses or Similar Associations - 4 families or fewer, with mercantile or office occupancy - includes 3 or 4 family lessor's risk only  ","Townhouses or Similar Associations - 4 families or fewer, with mercantile or office occupancy - includes 3 or 4 family lessor's risk only ",,,"Rent, Apartment, House,",,,,,,,65142,6513,533110,4,19,LOI,3,M
, ,,,10706,Habitational,Residential,"Townhouses or Similar Associations - 4 families or fewer, with no mercantile or office occupancy - includes 3 or 4 family lessor's risk only  ","Townhouses or Similar Associations - 4 families or fewer, with no mercantile or office occupancy - includes 3 or 4 family lessor's risk only ",,,"Rent, Apartment, House,",,,,,,,65141,6513,533110,4,19,LOI,3,M
,,,,10707,Habitational,Residential,Townhouses or Similar Associations - Over 4 families with mercantile or office occupancy  ,Townhouses or Similar Associations - Over 4 families with mercantile or office occupancy ,,,"Rent, Apartment, House,",,,,,,,65133,6513,533110,6,20,LOI,3,M
,,,,10708,Habitational,Residential,Townhouses or Similar Associations - Over 4 families with no mercantile or office occupancy  ,Townhouses or Similar Associations - Over 4 families with no mercantile or office occupancy ,,,"Rent, Apartment, House,",,,,,,,65132,6513,533110,6,20,LOI,3,M
Y, ,,Y,10709,Wholesalers & Distributors,Distributor,Toy Distributor ,Toys ,,Toy Distributor,,,,,,,,50901,5092,421920,13,13,LOI,2,M
Y, ,,Y,10710,Retail Store & Services,Retail,Toy Store ,Toys ,,Toy Store,,,,,,,,59998,5945,451120,7,6,LOI,2,M
Y,Y,Y,Y,10711,Professional Services,Contractor,"Training (business, vocational or life skills)  ","Training (business, vocational or life skills) ",,,,,,Miscellaneous,"Training (business, vocational or life skills)",,,10440,7319,541690,1,51,PAY,3,M
Y,Y,Y,Y,10712,Professional Services,Contractor,training services  ,training services ,,,,,,IT/Technology,training services,,,10396,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10713,Professional Services,Contractor,Transcription ,Transcription ,,Transcription,,,,Consultants,Other consulting services,,,10421,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10714,Professional Services,Contractor,Translation Services ,Translation - General ,,Translation Services,,,,Miscellaneous,Translating/interpreting,,,10511,7389,711510,1,51,PAY,3,M
Y,Y,,Y,10715,Professional Services,Contractor,Medical Translation Services ,Translation - Medical ,,Medical Translation Services,,,,Miscellaneous,Translating/interpreting,,,10519,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10716,Professional Services,Contractor,Translation Services - Legal  ,Translation Services - Legal ,,,,,,Miscellaneous,Translating/interpreting,,,10351,7389,541199,2,51,PAY,3,M
Y,Y,Y,Y,10717,Professional Services,Contractor,Transportation engineering  ,Transportation engineering ,,,,,,Architects & Engineers,Transportation engineering,,,10399,7379,541512,1,51,PAY,3,M
Y, ,Y,Y,10718,Professional Services,Offices,Travel agency  ,Travel agency ,,,,,,Miscellaneous,Travel agency,,,65171,****,****,1,1,LOI,3,M
Y, ,Y,Y,10719,Professional Services,Texas office,Travel Agents  : Office - Only Building Occupant,Travel Agents ,: Office - Only Building Occupant,,,,Office,Miscellaneous,Travel agency,,Texas only,3411,8999,561510,1,1,LOI,3,M
, ,,,10720,Professional Services,Texas office,Travel Agents  : Building Owner / Lessor,Travel Agents ,: Building Owner / Lessor,,,,Lessors Risk Only,Miscellaneous,Travel agency,,Texas only,3411,8999,531120,1,1,LOI,3,M
, ,,,10721,Professional Services,Texas office,Travel Agents  : Building Owner / Lessor - Office - Shared Building Occupancy,Travel Agents ,: Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,Miscellaneous,Travel agency,,Texas only,3411,8999,531120,2,18,LOI,3,M
Y, ,Y,Y,10722,Professional Services,Texas office,Travel Agents  : Shared Building Occupancy – Office,Travel Agents ,: Shared Building Occupancy – Office,,,,Condominium – Office,Miscellaneous,Travel agency,,Texas only,3421,8999,561510,2,18,LOI,3,M
Y, ,,Y,10723,Retail Store & Services,Retail,Trophy Stores  ,Trophy Stores ,,,,,,,,,,59996,5999,453998,9,3,LOI,2,M
Y,Y,Y,Y,10724,Professional Services,Contractor,Tutoring  ,Tutoring ,,,,,,Miscellaneous,Tutoring,,,10440,7319,541690,1,51,PAY,3,M
Y,Y,Y,Y,10725,Professional Services,Contractor,User Testing  ,User Testing ,,,,,,IT/Technology,Other technology services,,,10422,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10726,Professional Services,Contractor,Value added reseller of computer hardware  ,Value added reseller of computer hardware ,,,,,,IT/Technology,Value added reseller of computer hardware,,,10396,7379,541512,1,51,PAY,3,M
Y, ,,Y,10727,Retail Store & Services,Retail,Variety Stores - Discount Houses  ,Variety Stores - Discount Houses ,,,,,,,,,,53315,5331,452990,9,8,LOI,3,M
Y, ,,Y,10728,Retail Store & Services,Retail,Variety Stores - Five and Ten Cent Stores  ,Variety Stores - Five and Ten Cent Stores ,,,,,,,,,,53317,5331,452990,9,8,LOI,3,M
, ,,,10729,Medical Services,Offices,Veterinarians Office  Building Owner / Lessor,Veterinarians Office ,Building Owner / Lessor,,,,Lessors Risk Only,,,,,64181,074*,531120,1,1,LOI,2,H
Y, ,,Y,10730,Medical Services,Offices,Veterinarians Office  Office - Only Building Occupant,Veterinarians Office ,Office - Only Building Occupant,,,,Office,,,,,64181,074*,541940,1,1,LOI,2,H
Y, ,,Y,10731,Medical Services,Offices,Veterinarians Office  Shared Building Occupancy – Office,Veterinarians Office ,Shared Building Occupancy – Office,,,,Condominium – Office,,,,,64191,074*,541940,2,18,LOI,2,H
, ,,,10732,Medical Services,Offices,Veterinarians Office  Building Owner / Lessor - Office - Shared Building Occupancy,Veterinarians Office ,Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,,64191,074*,531120,2,18,LOI,2,H
Y,Y,Y,Y,10733,Professional Services,Contractor,Video Marketing  ,Video Marketing ,,,,,,Consultants,Other marketing/PR services,,,10462,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10734,Professional Services,Contractor,Video Production  ,Video Production ,,,,,,Consultants,Other consulting services,,,10542,7319,711510,2,51,PAY,3,M
Y, ,,Y,10735,Retail Store & Services,Retail,Video Rental Store ,Video Stores - Rental ,,Video Rental Store,,,,,,,,57338,7841,532230,9,3,LOI,2,M
Y, ,,Y,10736,Retail Store & Services,Retail,Video Store ,Video Stores - Sales ,,Video Store,,,,,,,,57338,5735,451220,9,3,LOI,2,M
Y,Y,Y,Y,10737,Professional Services,Contractor,Videography  ,Videography ,,,,,,Consultants,Other consulting services,,,10543,7319,711510,2,51,PAY,3,M
Y,Y,Y,Y,10738,Professional Services,Contractor,Virtual Assistant  ,Virtual Assistant ,,,,,,Miscellaneous,Personal concierge/assistant,,,10423,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10739,Professional Services,Contractor,Visual Design  ,Visual Design ,,,,,,Consultants,Other consulting services,,,10544,7319,711510,2,51,PAY,3,M
Y,Y,Y,Y,10740,Professional Services,Contractor,Voice Talent  ,Voice Talent ,,,,,,Consultants,Other consulting services,,,10545,7319,711510,1,51,PAY,3,M
, ,,,10741,Professional Services,Offices,Water Companies  : Building Owner / Lessor,Water Companies ,: Building Owner / Lessor,,,,Lessors Risk Only,Architects & Engineers,Environmental engineering,,,65111,4941,531120,1,1,LOI,3,M
Y, ,Y,Y,10742,Professional Services,Offices,Water Companies  : Office - Only Building Occupant,Water Companies ,: Office - Only Building Occupant,,,,Office,Architects & Engineers,Environmental engineering,,,65111,4941,221310,1,1,LOI,3,M
Y, ,Y,Y,10743,Professional Services,Offices,Water Companies  : Shared Building Occupancy – Office,Water Companies ,: Shared Building Occupancy – Office,,,,Condominium – Office,Architects & Engineers,Environmental engineering,,,65161,4941,221310,2,18,LOI,3,M
, ,,,10744,Professional Services,Offices,Water Companies  : Building Owner / Lessor - Office - Shared Building Occupancy,Water Companies ,: Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,Architects & Engineers,Environmental engineering,,,65161,4941,531120,2,18,LOI,3,M
Y,Y,Y,Y,10745,Professional Services,Contractor,Web & Mobile Design  ,Web & Mobile Design ,,,,,,IT/Technology,Website design,,,10427,7379,541519,1,51,PAY,3,M
Y,Y,Y,Y,10746,Professional Services,Contractor,Web Analytics  ,Web Analytics ,,,,,,IT/Technology,Website design,,,10428,7319,541519,1,51,PAY,3,M
Y,Y,Y,Y,10747,Professional Services,Contractor,Web Content  ,Web Content ,,,,,,IT/Technology,Website design,,,10429,7319,541519,1,51,PAY,3,M
Y,Y,Y,Y,10748,Professional Services,Contractor,Web Development  ,Web Development ,,,,,,IT/Technology,Website design,,,10430,7379,541519,1,51,PAY,3,M
Y,Y,Y,Y,10749,Professional Services,Contractor,Web Programming  ,Web Programming ,,,,,,IT/Technology,Computer programming services,,,10431,7379,541519,1,51,PAY,3,M
Y,Y,Y,Y,10750,Professional Services,Contractor,Web Research  ,Web Research ,,,,,,IT/Technology,Other technology services,,,10424,7379,541512,1,51,PAY,3,M
